brand,model,year,mileage,engine,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,min_mpg,max_mpg,damaged,first_owner,personal_using,turbo,alloy_wheels,adaptive_cruise_control,navigation_system,power_liftgate,backup_camera,keyless_start,remote_start,sunroof/moonroof,automatic_emergency_braking,stability_control,leather_seats,memory_seat,third_row_seating,apple_car_play/android_auto,bluetooth,usb_port,heated_seats,interior_color,exterior_color,price,drive_train_dummies,performance engine,fuel_type_dummies,efficiency
Chevrolet,Suburban 1500 LTZ,2015.0,151867.0,5.3L V8 16V GDI OHV,5.3,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,15.0,22.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,Cocoa / Dune,White Diamond Tri-Coat,22750.0,1,1,1.0,0.0
Porsche,Cayenne Turbo,2019.0,22754.0,4.0L V8 32V GDI DOHC Twin Turbo,4.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,20.0,26.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Truffle Brown,Black,89991.0,1,1,1.0,1.0
Volvo,V60 T5 Momentum,2021.0,26080.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Front-wheel Drive,22.0,31.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Blonde,Osmium Gray Metallic,42962.0,3,0,1.0,1.0
BMW,X7 xDrive40i,2021.0,46005.0,3.0L I6 24V GDI DOHC Turbo,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,19.0,24.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Beige,Mineral White Metallic,53340.0,1,1,1.0,1.0
Lexus,LX 570 Base,2017.0,60432.0,5.7L V8 32V MPFI DOHC,5.7,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,16.0,23.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Parchment,Starfire Pearl,61455.0,1,1,1.0,0.0
Maserati,Levante Base,2019.0,43333.0,3.0L V6 24V GDI DOHC Twin Turbo,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,14.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Tan,Black,38000.0,1,1,1.0,0.0
Maserati,Levante S,2020.0,38833.0,3.0L V6 24V GDI DOHC Twin Turbo,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,16.0,24.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Black,White,44490.0,1,1,1.0,0.0
Mazda,CX-5 Touring,2021.0,19296.0,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,25.0,31.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Black,Snowflake White Pearl,32950.0,1,0,1.0,1.0
Land,Rover Range Rover Evoque SE,2022.0,13017.0,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,20.0,27.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Ebony,Lantau Bronze Metallic,47995.0,1,0,1.0,1.0
Chevrolet,Silverado 1500 LT,2016.0,69891.0,5.3L V8 16V GDI OHV,5.3,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,17.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Black,Black,28991.0,1,1,1.0,0.0
Jaguar,XK Base,2015.0,89056.0,5.0L V8 32V GDI DOHC,5.0,6-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,21.0,28.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Charcoal,Polaris White,29977.0,3,1,1.0,1.0
Maserati,Levante GTS,2019.0,33873.0,3.8L V8 32V GDI DOHC Twin Turbo,3.8,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,16.0,22.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Black,Grigio Metallic,73459.0,1,1,1.0,0.0
MINI,Convertible Cooper,2018.0,43455.0,1.5L I3 12V GDI DOHC Turbo,1.5,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,23.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,Carbon Black,Aqua,21988.0,3,0,1.0,1.0
Hyundai,Sonata GLS,2011.0,103715.0,2.4L I4 16V GDI DOHC,2.4,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,28.0,38.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Beige,Camel Pearl,11998.0,3,0,1.0,1.0
Mazda,Mazda5 Grand Touring,2012.0,128893.0,2.5L I4 16V MPFI DOHC,2.5,5-Speed Automatic,1.0,Gasoline,Front-wheel Drive,20.0,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Black,Liquid Silver,10995.0,3,0,1.0,1.0
Mazda,Mazda3 Grand Touring,2018.0,32041.0,2.5L I4 16V GDI DOHC,2.5,6-Speed Manual,0.0,Gasoline,Front-wheel Drive,24.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,Black,Deep Crystal Blue Mica,26995.0,3,0,1.0,1.0
Mercedes-Benz,C-Class C 300 4MATIC,2021.0,23123.0,2.0L I4 16V GDI DOHC Turbo,2.0,9-Speed Automatic,1.0,Gasoline,Four-wheel Drive,23.0,31.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Black,Polar White,38989.0,1,0,1.0,1.0
Jeep,Cherokee Sport,2016.0,114000.0,2.4L I4 16V MPFI SOHC,2.4,9-Speed Automatic,1.0,Gasoline,Four-wheel Drive,21.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Gray,Black,14995.0,1,0,1.0,1.0
Alfa,Romeo Spider Graduate,1987.0,62422.0,2.0L I4 8V DOHC,2.0,Manual,0.0,Gasoline,Rear-wheel Drive,22.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black,Black,11874.0,3,0,1.0,1.0
Jaguar,XE S,2020.0,20801.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,16.0,22.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Ebony / Ebony,Santorini Black,34393.0,1,0,1.0,0.0
Mazda,CX-30 2.5 S,2022.0,10025.0,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,26.0,35.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Black,Snowflake White Pearl,24299.0,1,0,1.0,1.0
Alfa,Romeo Stelvio Ti Sport,2021.0,29037.0,2.0L I4 16V GDI SOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,22.0,28.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Black / Red,Silver,37250.0,1,0,1.0,1.0
Nissan,Titan XD PRO-4X,2018.0,72929.0,Regular Unleaded V-8 5.6 L/339,5.6,Automatic,1.0,Gasoline,Four-wheel Drive,17.0,26.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Black,Brilliant Silver,37999.0,1,1,1.0,1.0
Volkswagen,Tiguan 2.0T SE,2022.0,15243.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,21.0,29.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Black,Deep Black Pearl Effect,30624.0,1,0,1.0,1.0
Kia,Sorento Hybrid S,2022.0,13201.0,1.6L I4 16V GDI DOHC Turbo Hybrid,1.6,6-Speed Automatic,1.0,Hybrid,Four-wheel Drive,35.0,39.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Gray,Steel Gray,37226.0,1,0,2.0,1.0
Chevrolet,Cruze 2LT,2011.0,102560.0,1.4L I4 16V MPFI DOHC Turbo,1.4,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,24.0,36.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Black,Red,8995.0,3,0,1.0,1.0
BMW,X1 xDrive 28i,2013.0,71925.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,22.0,33.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Black,Jet Black,13994.0,1,0,1.0,1.0
Maserati,Ghibli S Q4,2019.0,41410.0,3.0L V6,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,15.0,25.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Rosso,Silver,36995.0,1,1,1.0,0.0
Mercedes-Benz,GLS 550 Base 4MATIC,2018.0,79753.0,4.7L V8 32V GDI DOHC Twin Turbo,4.7,9-Speed Automatic,1.0,Gasoline,Four-wheel Drive,22.0,31.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Crystal Gray / Black,Polar White,42944.0,1,1,1.0,1.0
Lexus,RX 350L Base,2022.0,14099.0,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1.0,Gasoline,Front-wheel Drive,19.0,26.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,Birch,Black,50241.0,3,1,1.0,1.0
Mitsubishi,Eclipse GS,2002.0,112617.0,2.4L I4 16V MPFI SOHC,2.4,4-Speed Automatic,1.0,Gasoline,Front-wheel Drive,26.0,34.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black,Silver,5977.0,3,0,1.0,1.0
BMW,528 i xDrive,2015.0,72200.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,22.0,33.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Black,Alpine White,17774.0,1,0,1.0,1.0
Chevrolet,Malibu Hybrid,2017.0,69643.0,1.8L I4 16V GDI DOHC Hybrid,1.8,1-Speed Automatic,1.0,Hybrid,Front-wheel Drive,43.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Jet Black,Mosaic Black Metallic,17995.0,3,0,2.0,2.0
Jeep,Wrangler Unlimited Sport,2016.0,120857.0,3.6L V6 24V MPFI DOHC,3.6,5-Speed Automatic,1.0,Gasoline,Four-wheel Drive,17.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black,Billet Silver Metallic Clearcoat,23900.0,1,1,1.0,1.0
Jaguar,XE R-Dynamic S,2020.0,31028.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,15.0,22.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Ebony / Ebony,Fuji White,33500.0,1,0,1.0,0.0
BMW,X4 xDrive28i,2018.0,62935.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,20.0,28.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Black,Alpine White,29995.0,1,0,1.0,1.0
Mazda,Mazda6 Touring,2021.0,16020.0,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,22.0,27.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Sand,Jet Black Mica,27740.0,3,0,1.0,1.0
Audi,Q8 55 Premium Plus,2020.0,43175.0,3.0L V6 24V GDI DOHC Turbo,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,17.0,21.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,Black,Glacier White Metallic,51888.0,1,1,1.0,0.0
BMW,335 i,2013.0,63817.0,3.0L I6 24V GDI DOHC Turbo,3.0,8-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,23.0,33.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Red,White,19797.0,3,1,1.0,1.0
Honda,CR-V Hybrid EX-L,2022.0,32377.0,2.0L I4 16V MPFI DOHC Hybrid,2.0,Automatic CVT,1.0,Hybrid,Four-wheel Drive,35.0,40.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Gray,Obsidian Blue Pearl,36284.0,1,0,2.0,1.0
Mercedes-Benz,Sprinter Normal Roof,2015.0,70021.0,3.0L V6 24V DDI DOHC Turbo Diesel,3.0,5-Speed Automatic,1.0,Diesel,Rear-wheel Drive,17.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Black,Black,42994.0,3,1,4.0,1.0
BMW,X6 M Base,2015.0,55215.0,Twin Turbo Premium Unleaded V-8 4.4 L/268,4.4,Automatic,1.0,Gasoline,Four-wheel Drive,14.0,19.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Black Extended Merino,White,39799.0,1,1,1.0,0.0
Nissan,Titan XD Platinum Reserve,2016.0,52550.0,5.0L V8 32V DDI DOHC Turbo Diesel,5.0,6-Speed Automatic,1.0,Diesel,Four-wheel Drive,22.0,32.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Black / Brown,Pearl White,34795.0,1,1,4.0,1.0
BMW,430 Gran Coupe i,2020.0,48557.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,23.0,34.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Black,Alpine White,27448.0,3,0,1.0,1.0
Mazda,Mazda3 i Sport,2015.0,115781.0,I4 2.0L Natural Aspiration,2.0,Automatic 6-Speed,1.0,Gasoline,Front-wheel Drive,20.0,26.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Black,Gray,10999.0,3,0,1.0,1.0
Hyundai,Genesis Coupe 2.0T Premium,2013.0,145809.0,2.0L I4 16V MPFI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,24.0,29.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Black,Platinum Metallic,9420.0,3,0,1.0,1.0
Lexus,NX 200t Base,2016.0,37240.0,2.0L I4 16V PDI DOHC Turbo,2.0,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,15.0,18.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Black,Autumn Shimmer,33988.0,1,0,1.0,0.0
Audi,S4 3.0T Premium,2019.0,16816.0,3.0L V6 24V GDI DOHC Turbo,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,21.0,30.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Black,Glacier White Metallic,44858.0,1,1,1.0,1.0
MINI,Clubman Cooper S,2019.0,55392.0,2.0L I4 16V GDI DOHC Turbo,2.0,Automatic,1.0,Gasoline,Front-wheel Drive,25.0,31.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Carbon Black,Moonwalk Gray Metallic,25053.0,3,0,1.0,1.0
Mazda,Mazda6 Sport,2017.0,82517.0,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,24.0,31.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Black,Titanium Flash Mica,14995.0,3,0,1.0,1.0
Audi,S3 2.0T Premium Plus,2015.0,35268.0,2.0L I4 16V GDI DOHC Turbo,2.0,6-Speed Automatic with Auto-Shift,1.0,Gasoline,Four-wheel Drive,23.0,31.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Black / Magma Red,Red,24915.0,1,0,1.0,1.0
Lexus,IS 300 Base,2020.0,50525.0,"2L I-4 port/direct injection, DOHC, VVT-iW variable valve contro",2.0,Automatic,1.0,Gasoline,Rear-wheel Drive,15.0,20.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Gray,Eminent White Pearl,29900.0,3,0,1.0,0.0
Nissan,Murano S,2017.0,87452.0,3.5L V6 24V MPFI DOHC,3.5,Automatic CVT,1.0,Gasoline,Front-wheel Drive,16.0,22.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Graphite,Gun Metallic,17562.0,3,1,1.0,0.0
Nissan,GT-R Premium,2018.0,35850.0,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,3.8,Transmission w/Dual Shift Mode,0.0,Gasoline,Four-wheel Drive,17.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Gray,Silver,108995.0,1,1,1.0,0.0
BMW,X1 xDrive 28i,2016.0,52506.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,22.0,32.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Black,Black,25998.0,1,0,1.0,1.0
Porsche,Panamera 2,2014.0,24554.0,3.6L V6 24V GDI DOHC,3.6,7-Speed Automatic with Auto-Shift,1.0,Gasoline,Rear-wheel Drive,16.0,24.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Black,Carmine Red,36888.0,3,1,1.0,0.0
Porsche,Cayenne S,2019.0,48753.0,2.9L V6 24V GDI DOHC Twin Turbo,2.9,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,15.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Black,Carrara White Metallic,59588.0,1,1,1.0,0.0
Toyota,Avalon TRD,2020.0,20643.0,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1.0,Gasoline,Front-wheel Drive,22.0,31.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Black / Red,Midnight Black Metallic,37825.0,3,1,1.0,1.0
Chevrolet,Colorado WT,2019.0,114455.0,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,20.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Jet Black / Dark Ash,Summit White,17750.0,3,0,1.0,1.0
BMW,M4 CS,2020.0,17900.0,3.0L I6 24V GDI DOHC Twin Turbo,3.0,7-Speed Automatic with Auto-Shift,1.0,Gasoline,Rear-wheel Drive,17.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Anthracite,San Marino Blue Metallic,71400.0,3,1,1.0,0.0
Volvo,XC90 T5 Momentum 7 Passenger,2020.0,39176.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,21.0,29.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Blond,Denim Blue,40790.0,1,0,1.0,1.0
Audi,Q3 2.0T Premium,2019.0,63913.0,"2L I-4 gasoline direct injection, DOHC, variable valve control,",2.0,Automatic,1.0,Gasoline,Four-wheel Drive,19.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Black,Florett Silver Metallic,25984.0,1,0,1.0,1.0
Kia,Sorento Plug-In Hybrid SX Prestige,2022.0,10771.0,1.6L I4 16V GDI DOHC Turbo Hybrid,1.6,6-Speed Automatic,1.0,Hybrid,Four-wheel Drive,35.0,39.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,Navy,Silky Silver,45999.0,1,0,2.0,1.0
Porsche,Macan Base,2018.0,60047.0,"2L I-4 gasoline direct injection, DOHC, variable valve control,",2.0,Automatic,1.0,Gasoline,Four-wheel Drive,19.0,24.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,Black/Luxor Beige,White,33139.0,1,0,1.0,1.0
Mercedes-Benz,Sprinter 3500XD High Roof,2022.0,7583.0,3.0L V6 24V DDI DOHC Turbo Diesel,3.0,7-Speed Automatic,1.0,Diesel,Rear-wheel Drive,18.0,28.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Ash,Metallic,165886.0,3,1,4.0,1.0
Alfa,Romeo Stelvio Veloce,2022.0,637.0,2.0L I4 16V GDI SOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,22.0,28.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Black,Misano Blue Metallic,48992.0,1,0,1.0,1.0
MINI,Hardtop Cooper S,2018.0,49678.0,2.0L I4 16V GDI DOHC Turbo,2.0,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,26.0,32.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Dark Truffle,British Racing Green Metallic,21200.0,3,0,1.0,1.0
Volkswagen,Arteon 2.0T SEL R-Line,2021.0,12205.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,21.0,26.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Titan Black,Urano Gray,36440.0,1,0,1.0,1.0
